Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch,Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Team Members,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Production Volume (units),Defect Rate (%),Temperature (°C),Pressure (psi),Chemical Ratio,Mixing Speed (RPM)
Factory 5,2022-08-15,Location E,Type 2,90,1.0,Regular,3.3,Batch 24796,91.13,20,495,3,549,No,300,6000,Shift 1,5.58,4,"[{'Name': 'Member_15_0', 'Operator Experience (years)': 7.6, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 2.5}, {'Name': 'Member_15_1', 'Operator Experience (years)': 7.8, 'Operator Training Level': 3.7, 'Absenteeism Rate (%)': 4.3}, {'Name': 'Member_15_2', 'Operator Experience (years)': 5.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 0.7}, {'Name': 'Member_15_3', 'Operator Experience (years)': 1.1, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 1.2}]",41.35,2.17,Category B,Supplier Y,1,1,110,53098.18,424735.6,24.98,2.35,1.05,707.98,7.04,65.0,150.2,3.0,200.0
Factory 5,2022-08-15,Location E,Type 3,89,0.0,Regular,3.37,Batch 24797,89.59,30,567,2,597,No,500,10000,Shift 2,4.92,4,"[{'Name': 'Member_16_0', 'Operator Experience (years)': 5.8, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 0.65}, {'Name': 'Member_16_1', 'Operator Experience (years)': 6.1, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 0.1}, {'Name': 'Member_16_2', 'Operator Experience (years)': 3.1, 'Operator Training Level': 2.3, 'Absenteeism Rate (%)': 4.4}, {'Name': 'Member_16_3', 'Operator Experience (years)': 4.7, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 6.5}]",44.0,2.91,Category C,Supplier Y,0,0,110,0.0,586058.14,19.1,3.03,2.34,732.63,6.15,65.0,150.0,3.0,200.0
Factory 5,2022-08-15,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24798,90.86,10,666,1,839,No,100,2000,Shift 3,5.08,4,"[{'Name': 'Member_17_0', 'Operator Experience (years)': 6.9, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.5}, {'Name': 'Member_17_1', 'Operator Experience (years)': 7.5, 'Operator Training Level': 2.5, 'Absenteeism Rate (%)': 4.6}, {'Name': 'Member_17_2', 'Operator Experience (years)': 1.7, 'Operator Training Level': 2.4, 'Absenteeism Rate (%)': 6.6}, {'Name': 'Member_17_3', 'Operator Experience (years)': 4.2, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 4.2}]",46.37,4.22,Category A,Supplier Z,0,0,50,0.0,307790.49,17.67,4.93,3.95,615.67,7.39,65.0,150.0,3.0,200.0
Factory 5,2022-08-16,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24799,91.84,10,666,1,839,No,100,2000,Shift 1,4.3,4,"[{'Name': 'Member_18_0', 'Operator Experience (years)': 8.7, 'Operator Training Level': 4.0, 'Absenteeism Rate (%)': 1.02}, {'Name': 'Member_18_1', 'Operator Experience (years)': 3.4, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 4.5}, {'Name': 'Member_18_2', 'Operator Experience (years)': 1.0, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 2.4}, {'Name': 'Member_18_3', 'Operator Experience (years)': 4.1, 'Operator Training Level': 1.8, 'Absenteeism Rate (%)': 2.3}]",49.17,2.55,Category A,Supplier Z,0,0,50,0.0,336107.74,17.42,4.1,2.83,672.32,7.92,65.0,150.0,3.0,200.0
Factory 5,2022-08-16,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24800,91.6,10,666,1,839,No,100,2000,Shift 2,5.15,4,"[{'Name': 'Member_19_0', 'Operator Experience (years)': 8.0, 'Operator Training Level': 4.9, 'Absenteeism Rate (%)': 0.39}, {'Name': 'Member_19_1', 'Operator Experience (years)': 4.4, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_19_2', 'Operator Experience (years)': 4.6, 'Operator Training Level': 1.9, 'Absenteeism Rate (%)': 3.0}, {'Name': 'Member_19_3', 'Operator Experience (years)': 3.6, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 3.6}]",52.12,2.3,Category A,Supplier Z,0,0,50,0.0,325884.33,17.4,3.97,2.94,651.87,7.92,65.0,150.0,3.0,200.1
Factory 5,2022-08-16,Location E,Type 3,89,0.0,Regular,3.37,Batch 24801,89.54,30,567,2,597,No,500,10000,Shift 3,5.22,4,"[{'Name': 'Member_0_0', 'Operator Experience (years)': 10.0, 'Operator Training Level': 3.6, 'Absenteeism Rate (%)': 0.45}, {'Name': 'Member_0_1', 'Operator Experience (years)': 3.6, 'Operator Training Level': 2.7, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_0_2', 'Operator Experience (years)': 4.4, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_0_3', 'Operator Experience (years)': 2.9, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 3.3}]",2.3,2.74,Category C,Supplier Y,0,0,110,0.0,581578.31,19.09,2.94,1.89,727.03,6.18,65.0,149.9,3.0,200.0
Factory 5,2022-08-17,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24802,91.43,10,666,1,839,No,100,2000,Shift 1,4.7,4,"[{'Name': 'Member_1_0', 'Operator Experience (years)': 8.2, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.52}, {'Name': 'Member_1_1', 'Operator Experience (years)': 4.6, 'Operator Training Level': 2.2, 'Absenteeism Rate (%)': 1.3}, {'Name': 'Member_1_2', 'Operator Experience (years)': 3.4, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 6.1}, {'Name': 'Member_1_3', 'Operator Experience (years)': 2.6, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 3.8}]",4.8,3.18,Category A,Supplier Z,0,0,50,0.0,323811.03,17.52,4.41,2.93,647.72,7.71,64.9,150.0,3.0,200.0
Factory 5,2022-08-17,Location E,Type 3,89,0.0,Regular,3.37,Batch 24803,89.39,30,567,2,597,No,500,10000,Shift 2,5.65,4,"[{'Name': 'Member_2_0', 'Operator Experience (years)': 8.9, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.85}, {'Name': 'Member_2_1', 'Operator Experience (years)': 6.6, 'Operator Training Level': 2.9, 'Absenteeism Rate (%)': 4.8}, {'Name': 'Member_2_2', 'Operator Experience (years)': 4.3, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 4.0}, {'Name': 'Member_2_3', 'Operator Experience (years)': 2.8, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 0.1}]",7.32,2.69,Category C,Supplier Y,0,0,110,0.0,572259.17,19.09,2.92,1.87,715.38,6.16,65.0,150.0,3.0,200.0
Factory 5,2022-08-17,Location E,Type 3,89,0.0,Regular,3.37,Batch 24804,90.32,30,567,2,597,No,500,10000,Shift 3,3.95,4,"[{'Name': 'Member_3_0', 'Operator Experience (years)': 6.2, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.99}, {'Name': 'Member_3_1', 'Operator Experience (years)': 3.5, 'Operator Training Level': 3.8, 'Absenteeism Rate (%)': 1.2}, {'Name': 'Member_3_2', 'Operator Experience (years)': 2.6, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 1.7}, {'Name': 'Member_3_3', 'Operator Experience (years)': 3.5, 'Operator Training Level': 1.5, 'Absenteeism Rate (%)': 3.3}]",10.15,2.05,Category C,Supplier Y,0,0,110,0.0,623212.8,18.99,2.6,1.8,779.08,6.47,65.0,150.0,2.9,200.0
Factory 5,2022-08-18,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24805,92.3,10,666,1,839,No,100,2000,Shift 1,3.82,4,"[{'Name': 'Member_4_0', 'Operator Experience (years)': 6.0, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.37}, {'Name': 'Member_4_1', 'Operator Experience (years)': 7.5, 'Operator Training Level': 3.1, 'Absenteeism Rate (%)': 3.1}, {'Name': 'Member_4_2', 'Operator Experience (years)': 1.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 2.6}, {'Name': 'Member_4_3', 'Operator Experience (years)': 0.0, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 0.5}]",12.52,1.89,Category A,Supplier Z,0,0,50,0.0,349854.0,17.31,3.76,2.91,699.82,8.14,65.0,150.0,3.0,200.0
Factory 5,2022-08-18,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24806,91.69,10,666,1,839,No,100,2000,Shift 2,4.7,4,"[{'Name': 'Member_5_0', 'Operator Experience (years)': 6.6, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 1.69}, {'Name': 'Member_5_1', 'Operator Experience (years)': 5.6, 'Operator Training Level': 3.5, 'Absenteeism Rate (%)': 1.1}, {'Name': 'Member_5_2', 'Operator Experience (years)': 1.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_5_3', 'Operator Experience (years)': 4.8, 'Operator Training Level': 2.0, 'Absenteeism Rate (%)': 5.1}]",15.08,2.52,Category A,Supplier Z,0,0,50,0.0,330433.79,17.42,4.08,3.17,660.97,7.9,65.0,150.0,3.0,200.0
Factory 5,2022-08-18,Location E,Type 3,89,0.0,Regular,3.37,Batch 24807,89.37,30,567,2,597,No,500,10000,Shift 3,5.95,4,"[{'Name': 'Member_6_0', 'Operator Experience (years)': 9.7, 'Operator Training Level': 4.0, 'Absenteeism Rate (%)': 1.07}, {'Name': 'Member_6_1', 'Operator Experience (years)': 4.6, 'Operator Training Level': 3.8, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_6_2', 'Operator Experience (years)': 5.6, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_6_3', 'Operator Experience (years)': 3.9, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 2.9}]",18.0,2.44,Category C,Supplier Y,0,0,110,0.0,568979.1,19.06,2.8,0.83,711.28,6.2,65.0,150.0,3.0,200.0
Factory 5,2022-08-19,Location E,Type 3,89,0.0,Regular,3.37,Batch 24808,88.75,30,567,2,597,No,500,10000,Shift 1,5.78,4,"[{'Name': 'Member_7_0', 'Operator Experience (years)': 9.2, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.63}, {'Name': 'Member_7_1', 'Operator Experience (years)': 6.3, 'Operator Training Level': 2.3, 'Absenteeism Rate (%)': 2.6}, {'Name': 'Member_7_2', 'Operator Experience (years)': 5.9, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 6.3}, {'Name': 'Member_7_3', 'Operator Experience (years)': 1.7, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 6.1}]",20.6,4.16,Category C,Supplier Y,0,0,110,0.0,545744.08,19.24,3.65,2.65,682.23,5.73,65.0,150.0,3.0,200.0
Factory 5,2022-08-19,Location E,Type 3,89,0.0,Regular,3.37,Batch 24809,89.37,30,567,2,597,No,500,10000,Shift 2,5.03,4,"[{'Name': 'Member_8_0', 'Operator Experience (years)': 5.9, 'Operator Training Level': 4.6, 'Absenteeism Rate (%)': 2.35}, {'Name': 'Member_8_1', 'Operator Experience (years)': 4.6, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 4.7}, {'Name': 'Member_8_2', 'Operator Experience (years)': 5.3, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 4.4}, {'Name': 'Member_8_3', 'Operator Experience (years)': 4.3, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 1.9}]",23.02,3.34,Category C,Supplier Y,0,0,110,0.0,576539.81,19.15,3.24,2.09,720.73,6.02,64.8,150.0,3.0,200.0
Factory 5,2022-08-19,Location E,Type 2,90,1.0,Regular,3.3,Batch 24810,90.8,20,495,3,549,No,300,6000,Shift 3,4.6,4,"[{'Name': 'Member_9_0', 'Operator Experience (years)': 8.3, 'Operator Training Level': 3.5, 'Absenteeism Rate (%)': 1.58}, {'Name': 'Member_9_1', 'Operator Experience (years)': 3.9, 'Operator Training Level': 2.2, 'Absenteeism Rate (%)': 4.3}, {'Name': 'Member_9_2', 'Operator Experience (years)': 2.1, 'Operator Training Level': 2.9, 'Absenteeism Rate (%)': 4.6}, {'Name': 'Member_9_3', 'Operator Experience (years)': 4.1, 'Operator Training Level': 1.0, 'Absenteeism Rate (%)': 5.5}]",25.42,4.0,Category B,Supplier Y,1,1,110,52591.93,420689.1,25.19,3.26,2.12,701.23,6.61,65.0,150.0,3.0,200.0
Factory 5,2022-08-20,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24811,91.29,10,666,1,839,No,100,2000,Shift 1,6.15,4,"[{'Name': 'Member_10_0', 'Operator Experience (years)': 9.9, 'Operator Training Level': 3.6, 'Absenteeism Rate (%)': 0.88}, {'Name': 'Member_10_1', 'Operator Experience (years)': 7.9, 'Operator Training Level': 3.8, 'Absenteeism Rate (%)': 3.3}, {'Name': 'Member_10_2', 'Operator Experience (years)': 5.7, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_10_3', 'Operator Experience (years)': 1.1, 'Operator Training Level': 1.8, 'Absenteeism Rate (%)': 1.9}]",28.25,2.07,Category A,Supplier Z,0,0,50,0.0,313211.44,17.39,3.85,2.97,626.52,7.91,65.0,150.0,3.0,200.0
Factory 5,2022-08-20,Location E,Type 2,90,1.0,Regular,3.3,Batch 24812,90.47,20,495,3,549,No,300,6000,Shift 2,5.12,4,"[{'Name': 'Member_11_0', 'Operator Experience (years)': 6.6, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 2.46}, {'Name': 'Member_11_1', 'Operator Experience (years)': 7.9, 'Operator Training Level': 3.6, 'Absenteeism Rate (%)': 2.5}, {'Name': 'Member_11_2', 'Operator Experience (years)': 3.4, 'Operator Training Level': 2.0, 'Absenteeism Rate (%)': 6.2}, {'Name': 'Member_11_3', 'Operator Experience (years)': 2.6, 'Operator Training Level': 1.0, 'Absenteeism Rate (%)': 6.0}]",30.75,4.29,Category B,Supplier Y,1,1,110,50960.68,407641.38,25.24,3.4,2.35,679.48,6.49,65.0,150.0,3.0,199.9
Factory 5,2022-08-20,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24813,90.89,10,666,1,839,No,100,2000,Shift 3,6.02,4,"[{'Name': 'Member_12_0', 'Operator Experience (years)': 9.8, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 0.63}, {'Name': 'Member_12_1', 'Operator Experience (years)': 8.0, 'Operator Training Level': 3.0, 'Absenteeism Rate (%)': 1.5}, {'Name': 'Member_12_2', 'Operator Experience (years)': 3.7, 'Operator Training Level': 2.3, 'Absenteeism Rate (%)': 2.5}, {'Name': 'Member_12_3', 'Operator Experience (years)': 2.6, 'Operator Training Level': 1.5, 'Absenteeism Rate (%)': 8.2}]",33.27,3.21,Category A,Supplier Z,0,0,50,0.0,303714.82,17.55,4.42,2.86,607.52,7.6,65.0,150.0,3.0,200.0
Factory 5,2022-08-21,Location E,Type 3,89,0.0,Regular,3.37,Batch 24814,89.28,30,567,2,597,No,500,10000,Shift 1,3.65,4,"[{'Name': 'Member_13_0', 'Operator Experience (years)': 5.3, 'Operator Training Level': 4.1, 'Absenteeism Rate (%)': 2.31}, {'Name': 'Member_13_1', 'Operator Experience (years)': 5.7, 'Operator Training Level': 3.2, 'Absenteeism Rate (%)': 4.7}, {'Name': 'Member_13_2', 'Operator Experience (years)': 2.0, 'Operator Training Level': 3.0, 'Absenteeism Rate (%)': 4.6}, {'Name': 'Member_13_3', 'Operator Experience (years)': 1.6, 'Operator Training Level': 2.0, 'Absenteeism Rate (%)': 8.2}]",36.35,4.95,Category C,Supplier Y,0,0,110,0.0,584021.72,19.3,4.05,3.22,730.08,5.68,65.0,150.0,3.0,200.0
Factory 5,2022-08-21,Location E,Type 3,89,0.0,Regular,3.37,Batch 24815,90.08,30,567,2,597,No,500,10000,Shift 2,3.9,4,"[{'Name': 'Member_14_0', 'Operator Experience (years)': 5.2, 'Operator Training Level': 4.1, 'Absenteeism Rate (%)': 0.29}, {'Name': 'Member_14_1', 'Operator Experience (years)': 4.0, 'Operator Training Level': 2.2, 'Absenteeism Rate (%)': 4.0}, {'Name': 'Member_14_2', 'Operator Experience (years)': 2.4, 'Operator Training Level': 2.9, 'Absenteeism Rate (%)': 3.9}, {'Name': 'Member_14_3', 'Operator Experience (years)': 4.0, 'Operator Training Level': 1.1, 'Absenteeism Rate (%)': 2.7}]",38.92,2.72,Category C,Supplier Y,0,0,110,0.0,613694.98,19.07,2.94,2.19,767.18,6.29,65.0,150.0,3.0,200.0
Factory 5,2022-08-21,Location E,Type 3,89,0.0,Regular,3.37,Batch 24816,89.62,30,567,2,597,No,500,10000,Shift 3,5.58,4,"[{'Name': 'Member_15_0', 'Operator Experience (years)': 7.6, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 2.5}, {'Name': 'Member_15_1', 'Operator Experience (years)': 7.8, 'Operator Training Level': 3.7, 'Absenteeism Rate (%)': 4.3}, {'Name': 'Member_15_2', 'Operator Experience (years)': 5.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 0.7}, {'Name': 'Member_15_3', 'Operator Experience (years)': 1.1, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 1.2}]",41.35,2.17,Category C,Supplier Y,0,0,110,0.0,582177.33,19.03,2.66,1.9,727.78,6.3,65.0,150.0,3.1,200.0
Factory 5,2022-08-22,Location E,Type 3,89,0.0,Regular,3.37,Batch 24817,89.59,30,567,2,597,No,500,10000,Shift 1,4.92,4,"[{'Name': 'Member_16_0', 'Operator Experience (years)': 5.8, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 0.65}, {'Name': 'Member_16_1', 'Operator Experience (years)': 6.1, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 0.1}, {'Name': 'Member_16_2', 'Operator Experience (years)': 3.1, 'Operator Training Level': 2.3, 'Absenteeism Rate (%)': 4.4}, {'Name': 'Member_16_3', 'Operator Experience (years)': 4.7, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 6.5}]",44.0,2.91,Category C,Supplier Y,0,0,110,0.0,586058.14,19.1,3.03,2.41,732.63,6.15,65.0,150.0,3.0,200.0
Factory 5,2022-08-22,Location E,Type 3,89,0.0,Regular,3.37,Batch 24818,89.01,30,567,2,597,No,500,10000,Shift 2,5.08,4,"[{'Name': 'Member_17_0', 'Operator Experience (years)': 6.9, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.5}, {'Name': 'Member_17_1', 'Operator Experience (years)': 7.5, 'Operator Training Level': 2.5, 'Absenteeism Rate (%)': 4.6}, {'Name': 'Member_17_2', 'Operator Experience (years)': 1.7, 'Operator Training Level': 2.4, 'Absenteeism Rate (%)': 6.6}, {'Name': 'Member_17_3', 'Operator Experience (years)': 4.2, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 4.2}]",46.37,4.22,Category C,Supplier Y,0,0,110,0.0,561462.7,19.24,3.69,2.55,701.88,5.77,65.0,150.0,3.0,200.0
Factory 5,2022-08-22,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24819,91.84,10,666,1,839,No,100,2000,Shift 3,4.3,4,"[{'Name': 'Member_18_0', 'Operator Experience (years)': 8.7, 'Operator Training Level': 4.0, 'Absenteeism Rate (%)': 1.02}, {'Name': 'Member_18_1', 'Operator Experience (years)': 3.4, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 4.5}, {'Name': 'Member_18_2', 'Operator Experience (years)': 1.0, 'Operator Training Level': 2.1, 'Absenteeism Rate (%)': 2.4}, {'Name': 'Member_18_3', 'Operator Experience (years)': 4.1, 'Operator Training Level': 1.8, 'Absenteeism Rate (%)': 2.3}]",49.17,2.55,Category A,Supplier Z,0,0,50,0.0,336107.74,17.42,4.1,2.85,672.32,7.92,65.0,150.0,3.0,200.0
Factory 5,2022-08-23,Location E,Type 2,90,1.0,Regular,3.3,Batch 24820,91.26,20,495,3,549,No,300,6000,Shift 1,5.15,4,"[{'Name': 'Member_19_0', 'Operator Experience (years)': 8.0, 'Operator Training Level': 4.9, 'Absenteeism Rate (%)': 0.39}, {'Name': 'Member_19_1', 'Operator Experience (years)': 4.4, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_19_2', 'Operator Experience (years)': 4.6, 'Operator Training Level': 1.9, 'Absenteeism Rate (%)': 3.0}, {'Name': 'Member_19_3', 'Operator Experience (years)': 3.6, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 3.6}]",52.12,2.3,Category B,Supplier Y,1,1,110,53893.18,431094.85,24.99,2.41,2.08,718.58,7.04,65.1,150.0,3.0,200.0
Factory 5,2022-08-23,Location E,Type 3,89,0.0,Regular,3.37,Batch 24821,89.54,30,567,2,597,No,500,10000,Shift 2,5.22,4,"[{'Name': 'Member_0_0', 'Operator Experience (years)': 10.0, 'Operator Training Level': 3.6, 'Absenteeism Rate (%)': 0.45}, {'Name': 'Member_0_1', 'Operator Experience (years)': 3.6, 'Operator Training Level': 2.7, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_0_2', 'Operator Experience (years)': 4.4, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_0_3', 'Operator Experience (years)': 2.9, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 3.3}]",2.3,2.74,Category C,Supplier Y,0,0,110,0.0,581658.3,19.09,2.94,0.84,727.13,6.18,65.0,150.0,3.0,200.0
Factory 5,2022-08-23,Location E,Type 2,90,1.0,Regular,3.3,Batch 24822,91.09,20,495,3,549,No,300,6000,Shift 3,4.7,4,"[{'Name': 'Member_1_0', 'Operator Experience (years)': 8.2, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.52}, {'Name': 'Member_1_1', 'Operator Experience (years)': 4.6, 'Operator Training Level': 2.2, 'Absenteeism Rate (%)': 1.3}, {'Name': 'Member_1_2', 'Operator Experience (years)': 3.4, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 6.1}, {'Name': 'Member_1_3', 'Operator Experience (years)': 2.6, 'Operator Training Level': 1.7, 'Absenteeism Rate (%)': 3.8}]",4.8,3.18,Category B,Supplier Y,1,1,110,53589.43,428666.64,25.1,2.85,1.71,714.53,6.83,65.0,150.0,3.0,200.0
Factory 5,2022-08-24,Location E,Type 3,89,0.0,Regular,3.37,Batch 24823,89.39,30,567,2,597,No,500,10000,Shift 1,5.65,4,"[{'Name': 'Member_2_0', 'Operator Experience (years)': 8.9, 'Operator Training Level': 4.4, 'Absenteeism Rate (%)': 1.85}, {'Name': 'Member_2_1', 'Operator Experience (years)': 6.6, 'Operator Training Level': 2.9, 'Absenteeism Rate (%)': 4.8}, {'Name': 'Member_2_2', 'Operator Experience (years)': 4.3, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 4.0}, {'Name': 'Member_2_3', 'Operator Experience (years)': 2.8, 'Operator Training Level': 1.2, 'Absenteeism Rate (%)': 0.1}]",7.32,2.69,Category C,Supplier Y,0,0,110,0.0,572259.17,19.09,2.92,1.06,715.38,6.16,65.0,150.0,3.0,200.0
Factory 5,2022-08-24,Location E,Type 2,90,1.0,Regular,3.3,Batch 24824,91.84,20,495,3,549,No,300,6000,Shift 2,3.95,4,"[{'Name': 'Member_3_0', 'Operator Experience (years)': 6.2, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.99}, {'Name': 'Member_3_1', 'Operator Experience (years)': 3.5, 'Operator Training Level': 3.8, 'Absenteeism Rate (%)': 1.2}, {'Name': 'Member_3_2', 'Operator Experience (years)': 2.6, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 1.7}, {'Name': 'Member_3_3', 'Operator Experience (years)': 3.5, 'Operator Training Level': 1.5, 'Absenteeism Rate (%)': 3.3}]",10.15,2.05,Category B,Supplier Y,1,1,110,56975.68,455750.69,24.94,2.28,1.7,759.68,7.21,65.0,150.0,3.0,200.0
Factory 5,2022-08-24,Location E,Type 1,64,0.0,Irregular,7.59,Batch 24825,92.3,10,666,1,839,No,100,2000,Shift 3,3.82,4,"[{'Name': 'Member_4_0', 'Operator Experience (years)': 6.0, 'Operator Training Level': 3.4, 'Absenteeism Rate (%)': 1.37}, {'Name': 'Member_4_1', 'Operator Experience (years)': 7.5, 'Operator Training Level': 3.1, 'Absenteeism Rate (%)': 3.1}, {'Name': 'Member_4_2', 'Operator Experience (years)': 1.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 2.6}, {'Name': 'Member_4_3', 'Operator Experience (years)': 0.0, 'Operator Training Level': 1.6, 'Absenteeism Rate (%)': 0.5}]",12.52,1.89,Category A,Supplier Z,0,0,50,0.0,349854.0,17.31,3.76,3.23,699.82,8.14,65.0,150.0,3.0,200.0
Factory 5,2022-08-25,Location E,Type 3,89,0.0,Regular,3.37,Batch 24826,89.84,30,567,2,597,No,500,10000,Shift 1,4.7,4,"[{'Name': 'Member_5_0', 'Operator Experience (years)': 6.6, 'Operator Training Level': 3.3, 'Absenteeism Rate (%)': 1.69}, {'Name': 'Member_5_1', 'Operator Experience (years)': 5.6, 'Operator Training Level': 3.5, 'Absenteeism Rate (%)': 1.1}, {'Name': 'Member_5_2', 'Operator Experience (years)': 1.8, 'Operator Training Level': 1.4, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_5_3', 'Operator Experience (years)': 4.8, 'Operator Training Level': 2.0, 'Absenteeism Rate (%)': 5.1}]",15.08,2.52,Category C,Supplier Y,0,0,110,0.0,597696.3,19.06,2.84,0.59,747.18,6.28,65.0,150.0,3.0,200.0
Factory 5,2022-08-25,Location E,Type 3,89,0.0,Regular,3.37,Batch 24827,89.37,30,567,2,597,No,500,10000,Shift 2,5.95,4,"[{'Name': 'Member_6_0', 'Operator Experience (years)': 9.7, 'Operator Training Level': 4.0, 'Absenteeism Rate (%)': 1.07}, {'Name': 'Member_6_1', 'Operator Experience (years)': 4.6, 'Operator Training Level': 3.8, 'Absenteeism Rate (%)': 3.6}, {'Name': 'Member_6_2', 'Operator Experience (years)': 5.6, 'Operator Training Level': 2.6, 'Absenteeism Rate (%)': 2.2}, {'Name': 'Member_6_3', 'Operator Experience (years)': 3.9, 'Operator Training Level': 1.3, 'Absenteeism Rate (%)': 2.9}]",18.0,2.44,Category C,Supplier Y,0,0,110,0.0,568899.11,19.06,2.8,1.88,711.18,6.2,65.0,150.1,3.0,200.0
